UNKOWN_STUDY	EGAN00001531776	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22471_4#18.g.vcf.gz
UNKOWN_STUDY	EGAN00001531443	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22372_6#12.g.vcf.gz
UNKOWN_STUDY	EGAN00001531235	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22372_1#2.g.vcf.gz
UNKOWN_STUDY	EGAN00001531178	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22252_4#19.g.vcf.gz
UNKOWN_STUDY	EGAN00001531819	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22703_2#11.g.vcf.gz
UNKOWN_STUDY	EGAN00001531437	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22372_6#6.g.vcf.gz
UNKOWN_STUDY	EGAN00001531240	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22372_1#7.g.vcf.gz
UNKOWN_STUDY	EGAN00001531363	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22294_3#3.g.vcf.gz
UNKOWN_STUDY	EGAN00001532076	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22471_5#1.g.vcf.gz
UNKOWN_STUDY	EGAN00001531638	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22373_2#3.g.vcf.gz
UNKOWN_STUDY	EGAN00001531889	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22832_1#9.g.vcf.gz
UNKOWN_STUDY	EGAN00001531100	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22252_1#19.g.vcf.gz
UNKOWN_STUDY	EGAN00001531151	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22252_3#18.g.vcf.gz
UNKOWN_STUDY	EGAN00001531161	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22252_4#3.g.vcf.gz
UNKOWN_STUDY	EGAN00001531608	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22372_8#23.g.vcf.gz
UNKOWN_STUDY	EGAN00001531825	/lustre/scratch119/humgen/projects/autozyg/Broad_gVCFs/part3/22703_2#17.g.vcf.gz
